,source,target,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
324,healthy_CM,Arterial_Endo,Ligand,Receptor,FGF12,FGFR1,42.4601
325,healthy_CM,CCL18_Macrophages,Ligand,Receptor,FGF12,FGFR1,42.447315
326,healthy_CM,vSMCs_2,Ligand,Receptor,FGF12,FGFR1,42.442463
327,healthy_CM,SPP1_Macrophages,Ligand,Receptor,FGF12,FGFR1,42.431847
328,healthy_CM,Monocytes,Ligand,Receptor,FGF12,FGFR1,42.42129
329,healthy_CM,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,39.343163
330,vCM_4,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,39.12321
331,intermediate_CM,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,38.790653
332,damaged_CM,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,38.50968
333,vCM_3,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,36.99422
334,intermediate_CM,damaged_CM,Ligand,Receptor,FGF12,FGFR1,35.838245
335,intermediate_CM,intermediate_CM,Ligand,Receptor,FGF12,FGFR1,35.831486
336,intermediate_CM,healthy_CM,Ligand,Receptor,FGF12,FGFR1,35.73251
337,intermediate_CM,vCM_4,Ligand,Receptor,FGF12,FGFR1,35.662018
338,intermediate_CM,Fib_SCARA5,Ligand,Receptor,FGF12,FGFR1,35.59711
339,intermediate_CM,Fib_0,Ligand,Receptor,FGF12,FGFR1,35.57962
340,NK_T,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,35.56351
341,intermediate_CM,vCM_3,Ligand,Receptor,FGF12,FGFR1,35.55798
342,intermediate_CM,Adipo,Ligand,Receptor,FGF12,FGFR1,35.55451
343,intermediate_CM,Myofib,Ligand,Receptor,FGF12,FGFR1,35.504898
344,intermediate_CM,Purkinje_fibers,Ligand,Receptor,FGF12,FGFR1,35.494328
345,intermediate_CM,Fib_3,Ligand,Receptor,FGF12,FGFR1,35.462917
346,intermediate_CM,perivascular_fibroblasts,Ligand,Receptor,FGF12,FGFR1,35.422264
347,intermediate_CM,Endocardial_Endo,Ligand,Receptor,FGF12,FGFR1,35.388924
348,intermediate_CM,prolif,Ligand,Receptor,FGF12,FGFR1,35.378365
349,intermediate_CM,LYVE_FOLR_Macrophages,Ligand,Receptor,FGF12,FGFR1,35.35725
350,Neuronal,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,35.338234
351,intermediate_CM,LYVE_PLTP_Macrophages,Ligand,Receptor,FGF12,FGFR1,35.33821
352,intermediate_CM,Capillary_Endo,Ligand,Receptor,FGF12,FGFR1,35.327465
353,intermediate_CM,Venous_Endo,Ligand,Receptor,FGF12,FGFR1,35.32467
354,intermediate_CM,vSMCs_1,Ligand,Receptor,FGF12,FGFR1,35.309586
355,intermediate_CM,Lymphatic_Endo,Ligand,Receptor,FGF12,FGFR1,35.30465
356,intermediate_CM,Arterial_Endo,Ligand,Receptor,FGF12,FGFR1,35.295143
357,intermediate_CM,CCL18_Macrophages,Ligand,Receptor,FGF12,FGFR1,35.28236
358,intermediate_CM,vSMCs_2,Ligand,Receptor,FGF12,FGFR1,35.277508
359,intermediate_CM,SPP1_Macrophages,Ligand,Receptor,FGF12,FGFR1,35.26689
360,intermediate_CM,Monocytes,Ligand,Receptor,FGF12,FGFR1,35.256336
361,intermediate_CM,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,35.13744
362,vCM_4,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,35.089657
363,healthy_CM,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,35.0536
364,Pericyte_1,damaged_CM,Ligand,Receptor,RIMS1,CACNA1C,34.913544
365,damaged_CM,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.90719
366,healthy_CM,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,34.88768
367,prolif,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.816708
368,NK,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.769188
369,Purkinje_fibers,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.76392
370,Pericyte_2,damaged_CM,Ligand,Receptor,RIMS1,CACNA1C,34.746502
371,intermediate_CM,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.743183
372,vCM_3,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.713734
373,Adipo,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.70473
374,vCM_4,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,34.66773
375,healthy_CM,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.65351
376,Pericyte_2,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.629635
377,Purkinje_fibers,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.62562
378,vCM_4,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.576244
379,damaged_CM,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.568466
380,LYVE_FOLR_Macrophages,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.56405
381,Pericyte_2,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.555107
382,Endocardial_Endo,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.547295
383,vSMCs_2,damaged_CM,Ligand,Receptor,RIMS1,CACNA1C,34.534782
384,Neuronal,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.524315
385,Capillary_Endo,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.520657
386,perivascular_fibroblasts,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.519623
387,Adipo,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.51829
388,perivascular_fibroblasts,damaged_CM,Ligand,Receptor,RIMS1,CACNA1C,34.51761
389,vSMCs_1,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.515106
390,vCM_3,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.50866
391,vSMCs_2,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.508465
392,Mast,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.504528
393,Fib_SCARA5,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.50405
394,Monocytes,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.498226
395,Fib_0,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.496716
396,Arterial_Endo,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.493668
397,LYVE_PLTP_Macrophages,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.485657
398,Myofib,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.485542
399,prolif,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.483707
400,Venous_Endo,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.483234
401,Fib_0,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.480667
402,prolif,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.475754
403,Lymphatic_Endo,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.474403
404,Mast,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.474094
405,CCL18_Macrophages,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.46984
406,CD8,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.469166
407,Arterial_Endo,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.466015
408,perivascular_fibroblasts,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.463173
409,Venous_Endo,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.46308
410,SPP1_Macrophages,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.460182
411,CCL18_Macrophages,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.45993
412,Arterial_Endo,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.45899
413,Pericyte_1,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.458958
414,Myofib,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.45792
415,Capillary_Endo,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.457874
416,NK_T,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.45745
417,Venous_Endo,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.4561
418,Purkinje_fibers,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.455406
419,Fib_3,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.455223
420,Adipo,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.45473
421,Fib_SCARA5,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.454002
422,Pericyte_2,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.453987
423,vSMCs_2,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.451622
424,Fib_SCARA5,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.450455
425,Neuronal,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.44963
426,LYVE_FOLR_Macrophages,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.448757
427,Pericyte_1,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.4477
428,Endocardial_Endo,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.44741
429,Myofib,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.444683
430,SPP1_Macrophages,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.44279
431,Fib_0,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.442333
432,Lymphatic_Endo,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.44184
433,LYVE_PLTP_Macrophages,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.441097
434,Monocytes,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.440742
435,CD4,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.43803
436,vSMCs_1,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.4348
437,CD4,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.43339
438,vSMCs_1,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.432705
439,Mast,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.430614
440,Endocardial_Endo,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.429302
441,perivascular_fibroblasts,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.428898
442,LYVE_FOLR_Macrophages,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.42823
443,Fib_3,damaged_CM,Ligand,Receptor,NCAM1,CACNA1C,34.428005
444,CD8,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.427834
445,CD8,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.427834
446,Lymphatic_Endo,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.427135
447,NK,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.425926
448,Capillary_Endo,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.42548
449,Monocytes,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.420383
450,CCL18_Macrophages,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.41588
451,Fib_3,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.413174
452,LYVE_PLTP_Macrophages,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.411274
453,CD4,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.41098
454,Pericyte_1,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.40254
455,SPP1_Macrophages,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.40192
456,vSMCs_2,damaged_CM,Ligand,Receptor,CALM1,CACNA1C,34.397938
457,NK,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.374203
458,NK_T,damaged_CM,Ligand,Receptor,CALM2,CACNA1C,34.35644
459,vCM_4,damaged_CM,Ligand,Receptor,CALM3,CACNA1C,34.353077
460,intermediate_CM,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,34.33517
461,healthy_CM,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,34.238663
462,damaged_CM,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,34.054203
463,vCM_4,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,34.01871
464,intermediate_CM,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,33.686153
465,damaged_CM,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,33.40518
466,vCM_3,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,32.53874
467,vCM_3,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,31.889719
468,NK_T,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,31.10803
469,Neuronal,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.882753
470,intermediate_CM,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.681957
471,vCM_4,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.634178
472,healthy_CM,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.59812
473,NK_T,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,30.459011
474,Pericyte_1,healthy_CM,Ligand,Receptor,RIMS1,CACNA1C,30.458063
475,damaged_CM,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.451708
476,prolif,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.361227
477,NK,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.313707
478,Purkinje_fibers,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.308437
479,Pericyte_2,healthy_CM,Ligand,Receptor,RIMS1,CACNA1C,30.29102
480,intermediate_CM,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.287703
481,vCM_3,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.258253
482,Adipo,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.249252
483,Neuronal,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,30.233734
484,healthy_CM,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.19803
485,Pericyte_2,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.174154
486,Purkinje_fibers,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.17014
487,vCM_4,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.120764
488,damaged_CM,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.112984
489,LYVE_FOLR_Macrophages,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.108568
490,Pericyte_2,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.099625
491,Endocardial_Endo,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.091814
492,vSMCs_2,healthy_CM,Ligand,Receptor,RIMS1,CACNA1C,30.0793
493,Neuronal,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.068834
494,Capillary_Endo,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.065178
495,perivascular_fibroblasts,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.064144
496,Adipo,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.06281
497,perivascular_fibroblasts,healthy_CM,Ligand,Receptor,RIMS1,CACNA1C,30.062128
498,vSMCs_1,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.059628
499,vCM_3,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.05318
500,vSMCs_2,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.052984
501,Mast,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.04905
502,Fib_SCARA5,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.048569
503,Monocytes,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.042747
504,Fib_0,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.041237
505,Arterial_Endo,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.038185
506,intermediate_CM,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,30.032938
507,LYVE_PLTP_Macrophages,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.030178
508,Myofib,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.030062
509,prolif,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.028225
510,Venous_Endo,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.027756
511,Fib_0,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.025187
512,prolif,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.020273
513,Lymphatic_Endo,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.018925
514,Mast,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.018614
515,CCL18_Macrophages,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.014362
516,CD8,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.013687
517,Arterial_Endo,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.010534
518,perivascular_fibroblasts,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.007692
519,Venous_Endo,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.007603
520,SPP1_Macrophages,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.004702
521,CCL18_Macrophages,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.00445
522,Arterial_Endo,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.003508
523,Pericyte_1,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.003479
524,Myofib,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.00244
525,Capillary_Endo,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,30.002396
526,NK_T,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,30.001968
527,Venous_Endo,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,30.00062
528,Purkinje_fibers,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.999928
529,Fib_3,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,29.99974
530,Adipo,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.999252
531,Fib_SCARA5,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.998524
532,Pericyte_2,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.998505
533,vSMCs_2,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.996143
534,Fib_SCARA5,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.994974
535,Neuronal,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.99415
536,LYVE_FOLR_Macrophages,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.993279
537,Pericyte_1,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.99222
538,Endocardial_Endo,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,29.99193
539,Myofib,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.989204
540,SPP1_Macrophages,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.98731
541,Fib_0,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.98685
542,Lymphatic_Endo,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,29.986362
543,LYVE_PLTP_Macrophages,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.985617
544,Monocytes,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.985264
545,vCM_4,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.985159
546,CD4,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.982548
547,vSMCs_1,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.979319
548,CD4,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.977911
549,vSMCs_1,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.977224
550,Mast,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.975136
551,Endocardial_Endo,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.973822
552,perivascular_fibroblasts,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.973417
553,LYVE_FOLR_Macrophages,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.972752
554,Fib_3,healthy_CM,Ligand,Receptor,NCAM1,CACNA1C,29.972525
555,CD8,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.972353
556,CD8,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,29.972353
557,Lymphatic_Endo,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.971655
558,NK,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.970448
559,Capillary_Endo,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,29.97
560,Monocytes,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.964905
561,CCL18_Macrophages,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.960398
562,Fib_3,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.957693
563,LYVE_PLTP_Macrophages,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.955791
564,CD4,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,29.9555
565,healthy_CM,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.9491
566,Pericyte_1,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.947056
567,SPP1_Macrophages,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.94644
568,vSMCs_2,healthy_CM,Ligand,Receptor,CALM1,CACNA1C,29.94246
569,NK,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,29.918722
570,NK_T,healthy_CM,Ligand,Receptor,CALM2,CACNA1C,29.900959
571,vCM_4,healthy_CM,Ligand,Receptor,CALM3,CACNA1C,29.897598
572,Pericyte_1,intermediate_CM,Ligand,Receptor,RIMS1,CACNA1C,29.809044
573,damaged_CM,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.802689
574,prolif,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.712208
575,NK,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.664688
576,Purkinje_fibers,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.659418
577,Pericyte_2,intermediate_CM,Ligand,Receptor,RIMS1,CACNA1C,29.642
578,intermediate_CM,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.638683
579,vCM_3,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.609234
580,Adipo,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.600233
581,healthy_CM,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.549011
582,Pericyte_2,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.525135
583,Purkinje_fibers,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.52112
584,healthy_CM,damaged_CM,Ligand,Receptor,LAMA2,ITGA9_ITGB1,29.496298
585,healthy_CM,damaged_CM,Ligand,Receptor,LAMA2,ITGA7_ITGB1,29.491247
586,vCM_4,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.471745
587,damaged_CM,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.463964
588,LYVE_FOLR_Macrophages,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.459549
589,Pericyte_2,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.450605
590,Endocardial_Endo,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.442795
591,vSMCs_2,intermediate_CM,Ligand,Receptor,RIMS1,CACNA1C,29.43028
592,Neuronal,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.419815
593,Capillary_Endo,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.416159
594,perivascular_fibroblasts,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.415123
595,Adipo,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.413792
596,perivascular_fibroblasts,intermediate_CM,Ligand,Receptor,RIMS1,CACNA1C,29.413109
597,vSMCs_1,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.410608
598,vCM_3,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.404161
599,vSMCs_2,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.403965
600,Mast,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.40003
601,Fib_SCARA5,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.39955
602,Monocytes,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.393728
603,Fib_0,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.392218
604,Arterial_Endo,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.389166
605,LYVE_PLTP_Macrophages,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.381159
606,Myofib,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.381042
607,prolif,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.379206
608,Venous_Endo,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.378736
609,Fib_0,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.376167
610,prolif,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.371254
611,Lymphatic_Endo,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.369905
612,Mast,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.369595
613,CCL18_Macrophages,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.365343
614,CD8,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.364666
615,Arterial_Endo,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.361515
616,perivascular_fibroblasts,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.358673
617,Venous_Endo,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.358583
618,SPP1_Macrophages,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.355682
619,CCL18_Macrophages,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.35543
620,Arterial_Endo,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.354488
621,Pericyte_1,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.35446
622,Myofib,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.35342
623,Capillary_Endo,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.353376
624,NK_T,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.35295
625,Venous_Endo,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.3516
626,Purkinje_fibers,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.350908
627,Fib_3,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.350721
628,Adipo,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.350233
629,Fib_SCARA5,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.349504
630,Pericyte_2,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.349485
631,vSMCs_2,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.347124
632,Fib_SCARA5,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.345955
633,Neuronal,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.34513
634,LYVE_FOLR_Macrophages,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.34426
635,Pericyte_1,intermediate_CM,Ligand,Receptor,NCAM1,CACNA1C,29.3432
636,Endocardial_Endo,intermediate_CM,Ligand,Receptor,CALM2,CACNA1C,29.34291
637,Myofib,intermediate_CM,Ligand,Receptor,CALM1,CACNA1C,29.340185
